"title","price","description","image_url","location"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
"For rent 2 bedrooms condo in Bang Lamung, Chonburi",50000,"For rent 2 bedrooms condo in Bang Lamung, Chonburi","https://img.hipcdn.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJwcm9wZXJ0aWVzLzAxOWNiMzEwLTUwM2UtNzRmNS04Njg5LTgxZDhmNGVkYTczMS8wMTljYjM1MS02ZmEyLTcyMTEtOWMyZS01YzI1YTM4YWE1MGMuanBnIiwiYnJhbmQiOiJoaXBmbGF0IiwiZWRpdHMiOnsicm90YXRlIjpudWxsLCJyZXNpemUiOnsid2lkdGgiOjMyMCwiaGVpZ2h0IjoyNDAsImZpdCI6ImNvdmVyIn19fQ==","Pattaya"
